route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_motor
OCE725905,81,OCESN408017R0400456175,"408017",1,,,intercite
OCE725905,81,OCESN408018R0200256177,"408018",0,,,intercite
OCE725905,309,OCESN408018R0300356176,"408018",0,,,intercite
OCE685637,2582,OCESN453001R0300357427,"453001",1,,,intercite
OCESN-87765008-87318964,5491,OCESN453288R0100157614,"453288",0,,,intercite
OCESN-87765008-87753004,414,OCESN453285R0100157611,"453285",1,,,intercite
OCESN-87765008-87753004,414,OCESN453287R0100157613,"453287",1,,,intercite
OCE643,203,OCESN423019R0200256527,"423019",1,,,intercite
OCE643,203,OCESN423015R0100156526,"423015",1,,,intercite
OCE643,183,OCESN423001R0200256519,"423001",1,,,intercite
OCE643,183,OCESN423003R0200256523,"423003",1,,,intercite
OCE643,203,OCESN423024R0200256529,"423024",0,,,intercite
OCE643,203,OCESN423026R0200256531,"423026",0,,,intercite
OCE643,183,OCESN423000R0200256516,"423000",0,,,intercite
OCE643,183,OCESN423002R0200256521,"423002",0,,,intercite
OCE626,435,OCESN423011R0200256524,"423011",1,,,intercite
OCE626,435,OCESN423022R0200256528,"423022",0,,,intercite
OCE626,435,OCESN423014R0200256525,"423014",0,,,intercite
OCE384863,435,OCESN407003R0200256172,"407003",1,,,intercite
OCE384863,435,OCESN407000R0200256171,"407000",0,,,intercite
OCE4630,435,OCESN433823R0300356889,"433823",1,,,intercite
OCE4630,622,OCESN433827R0200256890,"433827",1,,,intercite
OCE4630,435,OCESN433814R0100156888,"433814",0,,,intercite
OCE645731,9,OCESN433211R0300356762,"433211",1,,,intercite
OCE645731,183,OCESN433205R0300356756,"433205",1,,,intercite
OCE645731,10,OCESN433201R0300356751,"433201",1,,,intercite
OCE645731,189,OCESN433219R0300356765,"433219",1,,,intercite
OCE645731,191,OCESN433262R0300356766,"433262",0,,,intercite
OCE645731,81,OCESN433266R0300356767,"433266",0,,,intercite
OCE645731,189,OCESN433216R0300356764,"433216",0,,,intercite
OCE384864,81,OCESN406905R0200256163,"406905",1,,,intercite
OCE384864,183,OCESN406903R0200256161,"406903",1,,,intercite
OCE384864,345,OCESN406907R0200256165,"406907",1,,,intercite
OCE384864,183,OCESN406901R0200256159,"406901",1,,,intercite
OCE384864,183,OCESN406900R0200256158,"406900",0,,,intercite
OCE384864,81,OCESN406904R0200256162,"406904",0,,,intercite
OCE384864,183,OCESN406902R0200256160,"406902",0,,,intercite
OCE1650134,6935,OCESN426708R0100156603,"426708",0,,,intercite
OCE125,296,OCESN414427R0100156347,"414427",1,,,intercite
OCE1650137,5238,OCESN426055R0200256568,"426055",1,,,intercite
OCE1650137,324,OCESN426059R0200256570,"426059",1,,,intercite
OCE1650137,324,OCESN426052R0200256566,"426052",0,,,intercite
OCE1650137,6934,OCESN426054R0200256567,"426054",0,,,intercite
OCE1650139,3583,OCESN426811R0200256606,"426811",1,,,intercite
OCE1650139,3583,OCESN426807R0300356605,"426807",1,,,intercite
OCE1650139,3583,OCESN426804R0200256604,"426804",0,,,intercite
OCE1650135,81,OCESN426559R0200256597,"426559",1,,,intercite
OCE1650135,81,OCESN426553R0200256595,"426553",1,,,intercite
OCE1650135,309,OCESN034853R0100122091,"34853",1,,,intercite
OCE1650135,309,OCESN034859R0100122097,"34859",1,,,intercite
OCE1650135,81,OCESN426551R0200256594,"426551",1,,,intercite
OCE1650135,6,OCESN426579R0200256602,"426579",1,,,intercite
OCE1650135,6,OCESN426577R0200256600,"426577",1,,,intercite
OCE1650135,309,OCESN034851R0100122089,"34851",1,,,intercite
OCE1650135,1288,OCESN034877R0100122115,"34877",1,,,intercite
OCE1650135,1288,OCESN034879R0100122117,"34879",1,,,intercite
OCE1650135,309,OCESN034817R0100122055,"34817",1,,,intercite
OCE1650135,309,OCESN034803R0100122041,"34803",1,,,intercite
OCE1650135,309,OCESN034809R0100122047,"34809",1,,,intercite
OCE1650135,1288,OCESN034811R0100122049,"34811",1,,,intercite
OCE1650135,6,OCESN426511R0200256587,"426511",1,,,intercite
OCE1650135,81,OCESN426509R0300356585,"426509",1,,,intercite
OCE1650135,3,OCESN426503R0200256583,"426503",1,,,intercite
OCE1650135,553,OCESN034827R0100122065,"34827",1,,,intercite
OCE1650135,185,OCESN426527R0300356592,"426527",1,,,intercite
OCE1650135,81,OCESN426517R0300356589,"426517",1,,,intercite
OCE1650135,81,OCESN426550R0200256593,"426550",0,,,intercite
OCE1650135,1288,OCESN034860R0100122098,"34860",0,,,intercite
OCE1650135,309,OCESN034858R0100122096,"34858",0,,,intercite
OCE1650135,81,OCESN426558R0200256596,"426558",0,,,intercite
OCE1650135,6,OCESN426578R0200256601,"426578",0,,,intercite
OCE1650135,309,OCESN034872R0100122110,"34872",0,,,intercite
OCE1650135,309,OCESN034850R0100122088,"34850",0,,,intercite
OCE1650135,6,OCESN426560R0200256598,"426560",0,,,intercite
OCE1650135,81,OCESN426572R0200256599,"426572",0,,,intercite
OCE1650135,1288,OCESN034878R0100122116,"34878",0,,,intercite
OCE1650135,309,OCESN034818R0100122056,"34818",0,,,intercite
OCE1650135,553,OCESN034826R0100122064,"34826",0,,,intercite
OCE1650135,309,OCESN034810R0100122048,"34810",0,,,intercite
OCE1650135,1288,OCESN034812R0100122050,"34812",0,,,intercite
OCE1650135,309,OCESN034804R0100122042,"34804",0,,,intercite
OCE1650135,81,OCESN426510R0200256586,"426510",0,,,intercite
OCE1650135,81,OCESN426504R0300356584,"426504",0,,,intercite
OCE1650135,6,OCESN426512R0200256588,"426512",0,,,intercite
OCE1650135,185,OCESN426526R0200256591,"426526",0,,,intercite
OCE1650135,81,OCESN426518R0200256590,"426518",0,,,intercite
OCE1650132,203,OCESN426301R0200256580,"426301",1,,,intercite
OCE1650132,203,OCESN426303R0200256582,"426303",1,,,intercite
OCE1650132,203,OCESN426300R0200256579,"426300",0,,,intercite
OCE1650132,203,OCESN426302R0200256581,"426302",0,,,intercite
OCE1650136,81,OCESN426201R0200256571,"426201",1,,,intercite
OCE1650136,81,OCESN426202R0200256572,"426202",0,,,intercite
OCE1650161,435,OCESN405761R0400456084,"405761",1,,,intercite
OCE1650161,435,OCESN405713R0300356081,"405713",1,,,intercite
OCE1650161,435,OCESN405758R0300356083,"405758",0,,,intercite
OCE1650161,435,OCESN405724R0200256082,"405724",0,,,intercite
OCE1650144,190,OCESN405435R0200256051,"405435",1,,,intercite
OCE1650144,190,OCESN405440R0200256052,"405440",0,,,intercite
OCE1650125,1517,OCESN451525R0200257364,"451525",1,,,intercite
OCE1650125,1517,OCESN451523R0200257363,"451523",1,,,intercite
OCE1650125,1517,OCESN451528R0100157369,"451528",0,,,intercite
OCE1650125,6939,OCESN451526R0200257367,"451526",0,,,intercite
OCE1650125,1517,OCESN451522R0200257360,"451522",0,,,intercite
OCE1650127,3686,OCESN451551R0200257390,"451551",1,,,intercite
OCE1650127,81,OCESN451505R0300357346,"451505",1,,,intercite
OCE1650127,1517,OCESN451505R0400457344,"451505",1,,,intercite
OCE1650127,1517,OCESN451515R0400457355,"451515",1,,,intercite
OCE1650127,6,OCESN451509R0500557351,"451509",1,,,intercite
OCE1650127,2685,OCESN451517R0300357357,"451517",1,,,intercite
OCE1650127,4801,OCESN451515R0500557353,"451515",1,,,intercite
OCE1650127,3686,OCESN451555R0300357393,"451555",1,,,intercite
OCE1650127,1517,OCESN451547R0200257386,"451547",1,,,intercite
OCE1650127,6839,OCESN451527R0100157368,"451527",1,,,intercite
OCE1650127,3686,OCESN451509R0600657352,"451509",1,,,intercite
OCE1650127,1787,OCESN451507R0400457347,"451507",1,,,intercite
OCE1650127,1517,OCESN451501R0300357342,"451501",1,,,intercite
OCE1650127,1787,OCESN451503R0200257343,"451503",1,,,intercite
OCE1650127,2685,OCESN451567R0200257398,"451567",1,,,intercite
OCE1650127,81,OCESN451501R0200257341,"451501",1,,,intercite
OCE1650127,184,OCESN451505R0200257345,"451505",1,,,intercite
OCE1650127,184,OCESN451509R0400457350,"451509",1,,,intercite
OCE1650127,3686,OCESN451558R0200257396,"451558",0,,,intercite
OCE1650127,1517,OCESN451532R0300357370,"451532",0,,,intercite
OCE1650127,3686,OCESN451534R0500557372,"451534",0,,,intercite
OCE1650127,3686,OCESN451548R0200257388,"451548",0,,,intercite
OCE1650127,1517,OCESN451546R0200257384,"451546",0,,,intercite
OCE1650127,1517,OCESN451538R0400457378,"451538",0,,,intercite
OCE1650127,3686,OCESN451542R0300357380,"451542",0,,,intercite
OCE1650127,3686,OCESN451536R0800857376,"451536",0,,,intercite
OCE1650127,3686,OCESN451544R0300357383,"451544",0,,,intercite
OCE1650128,2313,OCESN038701R0300323076,"38701",1,,,intercite
OCE1650128,322,OCESN038701R0200223075,"38701",1,,,intercite
OCE1650124,2313,OCESN038683R0300323073,"38683",1,,,intercite
OCE1650124,322,OCESN038683R0200223074,"38683",1,,,intercite
OCE1650117,81,OCESN450233R0200257325,"450233",1,,,intercite
OCE1650117,812,OCESN450235R0200257327,"450235",1,,,intercite
OCE1650117,814,OCESN450229R0200257323,"450229",1,,,intercite
OCE1650117,812,OCESN450239R0100157330,"450239",1,,,intercite
OCE1650117,1309,OCESN450239R0200257329,"450239",1,,,intercite
OCE1650117,1309,OCESN450236R0100157328,"450236",0,,,intercite
OCE1650117,812,OCESN450242R0100157331,"450242",0,,,intercite
OCE1650117,81,OCESN450234R0200257326,"450234",0,,,intercite
OCE1650117,1309,OCESN450226R0200257321,"450226",0,,,intercite
OCE1650117,812,OCESN450228R0200257322,"450228",0,,,intercite
OCE1650117,812,OCESN450232R0200257324,"450232",0,,,intercite
OCE1650122,6,OCESN038604R0200223065,"38604",0,,,intercite
OCE1650122,1288,OCESN038604R0300323066,"38604",0,,,intercite
OCE1450007,319,OCESN414047R0500556331,"414047",1,,,intercite
OCE1209983,319,OCESN416401R0300356380,"416401",1,,,intercite
OCE1209983,319,OCESN416400R0300356377,"416400",0,,,intercite
OCE1209975,327,OCESN415953R0100156366,"415953",1,,,intercite
OCE1209975,327,OCESN415965R0500556374,"415965",1,,,intercite
OCE1209975,327,OCESN415952R0100156365,"415952",0,,,intercite
OCE1209975,327,OCESN415962R0300356372,"415962",0,,,intercite
OCE1209976,2909,OCESN414114R0200256332,"414114",0,,,intercite
OCE1209979,81,OCESN414511R0100156351,"414511",1,,,intercite
OCE1209979,322,OCESN415512R0300356364,"415512",0,,,intercite
OCE1209979,81,OCESN414512R0300356352,"414512",0,,,intercite
OCE1209973,324,OCESN414313R0300356338,"414313",1,,,intercite
OCE1209973,5566,OCESN414314R0300356339,"414314",0,,,intercite
OCE1209973,319,OCESN414304R0500556335,"414304",0,,,intercite
OCE669661,190,OCESN444501R0100157159,"444501",1,,,intercite
OCE669661,346,OCESN444501R0200257158,"444501",1,,,intercite
OCE669661,334,OCESN444503R0200257161,"444503",1,,,intercite
OCE669661,9,OCESN444503R0100157160,"444503",1,,,intercite
OCE669661,81,OCESN444500R0100157157,"444500",0,,,intercite
OCE669661,309,OCESN444500R0200257156,"444500",0,,,intercite
OCE3,2460,OCESN411909R0600656308,"411909",1,,,intercite
OCE3,4684,OCESN411907R0300356301,"411907",1,,,intercite
OCE3,405,OCESN411913R0500556318,"411913",1,,,intercite
OCE3,1343,OCESN411913R0400456319,"411913",1,,,intercite
OCE3,1343,OCESN411915R0400456320,"411915",1,,,intercite
OCE3,1243,OCESN411911R0500556313,"411911",1,,,intercite
OCE3,81,OCESN411909R0400456307,"411909",1,,,intercite
OCE3,2459,OCESN411909R0500556309,"411909",1,,,intercite
OCE3,184,OCESN411911R0400456312,"411911",1,,,intercite
OCE3,405,OCESN411915R0500556321,"411915",1,,,intercite
OCE3,830,OCESN411908R0900956302,"411908",0,,,intercite
OCE3,4684,OCESN411916R0300356322,"411916",0,,,intercite
OCE3,553,OCESN411912R0600656314,"411912",0,,,intercite
OCE3,1243,OCESN411910R0400456311,"411910",0,,,intercite
OCE3,185,OCESN411912R0400456315,"411912",0,,,intercite
OCE3,1243,OCESN411912R0500556317,"411912",0,,,intercite
OCE3,191,OCESN411908R0400456304,"411908",0,,,intercite
OCE3,81,OCESN411908R0500556303,"411908",0,,,intercite
OCE3,405,OCESN411908R0800856305,"411908",0,,,intercite
OCE3,3740,OCESN411908R0700756306,"411908",0,,,intercite
OCE587,185,OCESN036711R0400422806,"36711",1,,,intercite
OCE587,184,OCESN036709R0600622805,"36709",1,,,intercite
OCE587,184,OCESN036707R0400422803,"36707",1,,,intercite
OCE587,185,OCESN036713R0400422807,"36713",1,,,intercite
OCE587,9,OCESN036723R0100122812,"36723",1,,,intercite
OCE587,81,OCESN036721R0100122810,"36721",1,,,intercite
OCE587,81,OCESN036720R0100122809,"36720",0,,,intercite
OCE587,378,OCESN036702R0400422800,"36702",0,,,intercite
OCE587,191,OCESN036706R0400422802,"36706",0,,,intercite
OCE587,189,OCESN036708R0400422804,"36708",0,,,intercite
OCE587,10,OCESN036700R0400422798,"36700",0,,,intercite
OCE587,191,OCESN036704R0400422801,"36704",0,,,intercite
OCE584,81,OCESN036537R0400422763,"36537",1,,,intercite
OCE584,81,OCESN036525R0400422758,"36525",1,,,intercite
OCE584,81,OCESN036531R0200222761,"36531",1,,,intercite
