service_id,date,exception_type
7863,20201219,1
7867,20201225,2
7867,20210101,2
7868,20201225,1
7868,20210101,1
309,20201225,2
309,20210101,2
332,20201225,2
332,20210101,2
7871,20201219,1
333,20201225,1
333,20210101,1
4229,20201225,1
4229,20210101,1
4229,20210131,2
548,20201225,2
548,20210101,2
3703,20201207,1
6619,20210208,1
1408,20201206,1
6621,20210205,2
6621,20210206,2
6620,20210208,2
6620,20210207,2
4650,20201212,1
74,20201205,1
4652,20201224,2
4652,20201231,2
4651,20201123,2
4651,20201127,2
4651,20201120,2
6634,20210131,2
402,20201225,2
402,20210101,2
1350,20210206,2
6627,20210206,1
6627,20201225,1
6627,20210101,1
6638,20201214,1
6638,20201215,1
6638,20201216,1
6638,20201218,1
6638,20210104,1
6638,20210105,1
6638,20210106,1
6638,20210107,1
6638,20210108,1
6638,20210111,1
6638,20210112,1
6638,20210113,1
6638,20210114,1
6638,20210115,1
6638,20201221,1
6638,20201222,1
6638,20201223,1
6638,20201224,1
6638,20201228,1
6638,20201229,1
6638,20201230,1
6638,20201231,1
6637,20201217,1
7872,20201122,1
6639,20210202,2
6639,20210203,2
6639,20210205,2
6639,20210206,2
6639,20210209,2
6639,20210210,2
6639,20210212,2
6639,20210213,2
7873,20201128,1
6625,20210206,2
6625,20210207,2
7875,20201121,1
5137,20210208,1
5139,20210208,2
5139,20210131,2
3621,20201225,2
3621,20210101,2
6612,20210131,2
6612,20210207,2
1640,20210207,1
4734,20210130,2
1639,20210131,2
1639,20210207,2
3445,20210207,2
4732,20201213,1
4732,20201214,1
4732,20201215,1
4732,20201216,1
4732,20201217,1
4732,20201218,1
4732,20201220,1
4732,20210209,1
4732,20210210,1
4732,20210211,1
4732,20210212,1
4732,20210214,1
4732,20210215,1
4732,20210216,1
4732,20210217,1
4732,20201221,1
4732,20201222,1
4732,20201223,1
4732,20201224,1
4732,20201227,1
4732,20201228,1
4732,20201229,1
4732,20201230,1
4732,20201231,1
4732,20210103,1
4732,20210201,1
4732,20210202,1
4732,20210203,1
4732,20210204,1
4732,20210207,1
4732,20210208,2
390,20210207,1
3202,20201128,2
3622,20201124,2
4733,20210208,1
570,20201212,1
2273,20201207,1
530,20210206,1
7876,20201225,2
7876,20210101,2
1981,20201225,1
1981,20210101,1
3738,20210206,2
6648,20210201,2
6648,20201225,2
6648,20210101,2
6666,20201225,1
6666,20210101,1
4735,20210130,1
6616,20201204,2
4879,20210101,2
4879,20201221,2
4879,20201222,2
4879,20201223,2
4879,20201225,2
6615,20210130,2
6615,20210201,2
6615,20210202,2
6615,20210203,2
6615,20210204,2
6615,20210205,2
6615,20210208,2
6615,20210209,2
6615,20210210,2
6615,20210211,2
6615,20210212,2
6617,20201204,1
2372,20201208,1
2372,20201209,1
2372,20201210,1
7094,20201125,1
1288,20201225,2
1288,20210101,2
2313,20201223,2
2313,20201230,2
812,20201121,1
1309,20201122,1
327,20201204,2
2909,20210212,1
346,20201224,2
346,20201231,2
334,20201224,1
334,20201231,1
334,20201225,2
334,20210101,2
405,20201225,1
405,20210101,1
1243,20201225,1
1243,20210101,1
2459,20201214,1
2459,20201215,1
2459,20201216,1
2459,20201217,1
2459,20201218,1
2459,20210104,1
2459,20210105,1
2459,20210106,1
2459,20210107,1
2459,20210108,1
2459,20201221,1
2459,20201222,1
2459,20201223,1
2459,20201224,1
2459,20201228,1
2459,20201229,1
2459,20201230,1
2459,20201231,1
2459,20210111,1
2459,20210118,1
3740,20201214,1
3740,20201215,1
3740,20201216,1
3740,20201217,1
3740,20201218,1
3740,20210104,1
3740,20210105,1
3740,20210106,1
3740,20210107,1
3740,20210108,1
3740,20210115,1
3740,20210122,1
3740,20201221,1
3740,20201222,1
3740,20201223,1
3740,20201224,1
3740,20201228,1
3740,20201229,1
3740,20201230,1
3740,20201231,1
200,20201204,2
1297,20201129,1
3688,20210215,1
3688,20210216,1
3688,20210217,1
628,20201213,1
7566,20201206,2
7566,20201207,2
7566,20201208,2
950,20201122,1
7598,20201122,1
5497,20201212,1
5497,20201206,2
5497,20201207,2
5497,20201208,2
4262,20201207,2
4262,20201208,2
4508,20201207,2
4508,20201208,2
4508,20201209,2
2134,20201207,2
2134,20201208,2
4392,20201204,2
4392,20201207,2
4392,20201208,2
1602,20201120,1
7600,20201207,2
7600,20201208,2
2335,20201218,1
2174,20201225,2
2174,20210101,2
